id,price_1,date_1,price_2,date_2,perc_change_p2_to_p1,days_between_sale,trans_time,ln_price_1,ln_price_2,epc_100,epc_rating_a,epc_rating_b,epc_rating_c,epc_rating_d,epc_rating_e,epc_rating_f,epc_rating_g,ln_epc_100,imd_score,imd_level,income_score,income_level,emp_score,emp_level,educ_score,educ_level,health_score,health_level,crime_score,crime_level,barrier_score,barrier_level,living_score,living_level,reg_north_east,reg_north_west,reg_yorkshire_and_the_humber,reg_east_midlands,reg_west_midlands,reg_east_of_england,reg_london,reg_south_east,reg_south_west
1785,44995,08-05-2006,52200,27-06-2008,0.160128903,781,45.37450964,10.71430665,10.86283777,66,0,0,0,1,0,0,0,4.189654742,850,1,1265,1,1524,1,58,1,878,1,8945,3,10206,4,9734,3,0,0,0,1,0,0,0,0,0
1786,58950,08-09-2000,105000,17-09-2010,0.781170483,3661,95.27755003,10.98444491,11.56171563,68,0,0,0,1,0,0,0,4.219507705,6690,3,7750,3,7280,3,14905,5,4649,2,12021,4,5720,2,3146,1,0,0,0,0,1,0,0,0,0
1787,134950,31-05-2000,134000,06-04-2009,-0.007039644,3232,89.79553478,11.81265962,11.80559508,79,0,0,1,0,0,0,0,4.369447852,8783,3,12748,4,9374,3,22188,7,8504,3,850,1,22848,7,3319,2,0,1,0,0,0,0,0,0,0
1788,200000,01-08-2008,216000,30-08-2011,0.08,1124,54.13445254,12.20607265,12.28303369,69,0,0,1,0,0,0,0,4.234106505,9110,3,7553,3,11744,4,8454,3,7851,3,4631,2,16245,5,15241,5,0,0,0,0,0,0,1,0,0
1789,135000,13-11-2009,152000,27-08-2010,0.125925926,287,27.6963977,11.81303006,11.9316358,84,0,1,0,0,0,0,0,4.430816799,5318,2,7126,3,6218,2,21239,7,6079,2,1427,1,15571,5,681,1,0,0,0,0,0,0,0,0,1
1790,120000,09-06-2006,116500,29-09-2011,-0.029166667,1938,70.34728338,11.69524702,11.66564655,65,0,0,0,1,0,0,0,4.17438727,5362,2,3843,2,5892,2,7530,3,2825,1,21731,7,7146,3,10577,4,0,0,0,1,0,0,0,0,0
1791,126950,21-05-2004,81000,11-10-2010,-0.361953525,2334,76.8890403,11.75154859,11.30220443,82,0,1,0,0,0,0,0,4.406719247,21727,7,19176,6,16880,6,16621,6,24508,8,19822,7,15037,5,28835,9,0,0,0,0,0,1,0,0,0
1792,44995,08-05-2006,52200,27-06-2008,0.160128903,781,45.37450964,10.71430665,10.86283777,66,0,0,0,1,0,0,0,4.189654742,850,1,1265,1,1524,1,58,1,878,1,8945,3,10206,4,9734,3,0,0,0,1,0,0,0,0,0
1793,68750,30-08-2002,117000,15-01-2008,0.701818182,1964,70.79760754,11.13823202,11.66992921,80,0,0,1,0,0,0,0,4.382026635,25026,8,19461,6,17917,6,29127,9,15857,5,29117,9,31832,10,23631,8,1,0,0,0,0,0,0,0,0
1794,164000,03-01-2008,170000,08-02-2012,0.036585366,1497,62.15109145,12.00762171,12.04355372,64,0,0,0,1,0,0,0,4.158883083,29495,9,28242,9,30422,10,19733,7,29071,9,27668,9,14478,5,25312,8,0,0,0,0,0,0,0,1,0
1795,113950,25-06-2002,155000,21-04-2009,0.360245722,2492,79.33166634,11.64351503,11.9511804,74,0,0,1,0,0,0,0,4.304065093,24624,8,23517,8,24425,8,15212,5,25148,8,25636,8,8878,3,32179,10,0,0,0,0,0,0,0,0,1
1796,192500,19-07-2002,250000,21-06-2010,0.298701299,2894,85.19533142,12.16785143,12.4292162,63,0,0,0,1,0,0,0,4.143134726,11870,4,9375,3,15199,5,26153,8,9111,3,12154,4,7884,3,6333,2,0,0,0,0,0,0,1,0,0
1797,105000,30-12-2003,122500,20-05-2011,0.166666667,2698,82.39497403,11.56171563,11.71586631,65,0,0,0,1,0,0,0,4.17438727,14299,5,17319,6,17288,6,11642,4,12409,4,13773,5,14515,5,5268,2,0,0,0,0,1,0,0,0,0
1798,107500,23-05-2003,135000,30-03-2009,0.255813953,2138,73.73244439,11.58524613,11.81303006,57,0,0,0,1,0,0,0,4.043051268,17373,6,12749,4,15014,5,12096,4,16716,6,18151,6,23277,8,25997,8,0,0,0,0,0,0,1,0,0
1799,94950,31-07-2003,115000,01-02-2008,0.21116377,1646,65.049516,11.46110572,11.65268741,70,0,0,1,0,0,0,0,4.248495242,32626,10,31992,10,30581,10,32790,10,26004,8,30295,10,28452,9,28735,9,0,0,1,0,0,0,0,0,0
1800,46000,26-05-2006,46000,29-02-2008,0,644,41.30048121,10.73639668,10.73639668,3,0,0,0,0,0,0,1,1.098612289,420,1,510,1,716,1,605,1,680,1,3702,2,8648,3,9200,3,0,0,1,0,0,0,0,0,0
1801,118000,29-11-2005,132000,23-11-2009,0.118644068,1455,61.30643547,11.6784399,11.7905572,50,0,0,0,0,1,0,0,3.912023005,27619,9,23799,8,23639,8,31118,10,17551,6,28123,9,19083,6,26773,9,0,0,1,0,0,0,0,0,0
1802,10000,30-08-2000,43000,19-01-2012,3.3,4159,101.2257642,9.210340372,10.66895539,34,0,0,0,0,0,1,0,3.526360525,1565,1,2565,1,2820,1,404,1,5068,2,4407,2,16999,6,708,1,0,0,1,0,0,0,0,0,0
1803,30000,26-08-2005,45000,13-05-2009,0.5,1356,59.2623137,10.30895266,10.71441777,65,0,0,0,1,0,0,0,4.17438727,3878,2,6655,3,4408,2,7672,3,3726,2,478,1,27719,9,2452,1,0,1,0,0,0,0,0,0,0
1804,85000,13-12-2004,90000,31-01-2011,0.058823529,2240,75.39363786,11.35040654,11.40756495,37,0,0,0,0,0,1,0,3.610917913,15208,5,15743,5,17108,6,17774,6,7730,3,9232,3,22816,7,11822,4,0,0,0,0,1,0,0,0,0
1805,114500,28-09-2005,122000,09-02-2012,0.065502183,2325,76.74727601,11.6483301,11.71177632,57,0,0,0,1,0,0,0,4.043051268,26579,9,20381,7,22833,7,18433,6,24358,8,32021,10,26241,8,24170,8,0,0,1,0,0,0,0,0,0
1806,54500,26-08-2004,82000,30-11-2011,0.504587156,2652,81.72210204,10.90595598,11.31447453,56,0,0,0,1,0,0,0,4.025351691,1872,1,1770,1,3738,2,5878,2,1761,1,972,1,8762,3,4474,2,0,1,0,0,0,0,0,0,0
1807,21650,29-02-2000,87500,25-01-2008,3.041570439,2887,85.09709916,9.982760733,11.37939407,45,0,0,0,0,1,0,0,3.80666249,18237,6,17536,6,17106,6,22900,7,16001,5,18942,6,16351,5,7825,3,0,0,0,0,1,0,0,0,0
1808,27500,14-09-2001,60000,10-12-2010,1.181818182,3374,91.65101282,10.22194128,11.00209984,59,0,0,0,1,0,0,0,4.077537444,24091,8,24766,8,21727,7,17141,6,19328,6,29263,9,21624,7,13744,5,0,0,0,0,1,0,0,0,0
1809,25000,18-05-1995,63000,23-04-2010,1.52,5454,115.1021694,10.1266311,11.05089001,38,0,0,0,0,0,1,0,3.63758616,2886,1,3667,2,4465,2,1469,1,4570,2,4093,2,12039,4,3449,2,0,0,1,0,0,0,0,0,0
1810,174950,16-10-2009,174950,26-05-2010,0,222,24.33905039,12.0722555,12.0722555,67,0,0,0,1,0,0,0,4.204692619,26942,9,25141,8,25889,8,25580,8,31267,10,27632,9,16970,6,9486,3,0,0,0,1,0,0,0,0,0
1811,63500,01-02-2002,80000,08-09-2011,0.25984252,3506,93.33868035,11.05879518,11.28978191,59,0,0,0,1,0,0,0,4.077537444,7318,3,6665,3,4003,2,15338,5,2946,1,16657,6,29102,9,9996,4,0,1,0,0,0,0,0,0,0
1812,85000,10-08-2001,140000,30-04-2008,0.647058824,2455,78.76727071,11.35040654,11.8493977,78,0,0,1,0,0,0,0,4.356708827,9608,3,9659,3,10321,4,16583,6,7745,3,4959,2,16947,6,6195,2,0,0,1,0,0,0,0,0,0
1813,27995,30-07-1999,79995,25-01-2010,1.857474549,3832,97.36624036,10.2397812,11.28971941,61,0,0,0,1,0,0,0,4.110873864,2976,1,3239,1,2570,1,2890,1,1034,1,8553,3,21916,7,15094,5,0,1,0,0,0,0,0,0,0
1814,111500,31-01-2005,117000,17-09-2010,0.049327354,2055,72.34910894,11.62177987,11.66992921,63,0,0,0,1,0,0,0,4.143134726,21262,7,22693,7,19579,6,14414,5,22275,7,13144,5,22723,7,15625,5,0,0,0,0,0,0,0,0,1
1815,227500,05-11-2003,290000,18-04-2011,0.274725275,2721,82.72910727,12.33490552,12.5776362,66,0,0,0,1,0,0,0,4.189654742,24544,8,21738,7,25391,8,20981,7,26814,9,24918,8,7718,3,23251,8,0,0,0,0,0,0,0,0,1
1816,80995,28-06-2002,122000,06-06-2008,0.506265819,2170,74.25808452,11.3021427,11.71177632,69,0,0,1,0,0,0,0,4.234106505,11629,4,17185,6,21864,7,18517,6,6339,2,4414,2,14047,5,1861,1,0,1,0,0,0,0,0,0,0
1817,18000,23-08-2002,35000,27-03-2009,0.944444444,2408,78.04372867,9.798127037,10.46310334,1,0,0,0,0,0,0,1,0,2917,1,3765,2,4474,2,1700,1,5378,2,5195,2,17002,6,1158,1,0,0,1,0,0,0,0,0,0
1818,58333,31-07-2006,95000,20-08-2008,0.628580735,751,44.51734923,10.97392325,11.46163217,34,0,0,0,0,0,1,0,3.526360525,3237,1,3864,2,3969,2,8140,3,9057,3,3086,1,10938,4,208,1,0,0,0,0,0,0,0,1,0
1819,49000,16-10-1997,124500,03-02-2012,1.540816327,5223,112.7678897,10.79957558,11.73206099,69,0,0,1,0,0,0,0,4.234106505,28963,9,29605,10,31189,10,30065,10,31501,10,12731,4,17441,6,14838,5,0,0,0,1,0,0,0,0,0
1820,39950,22-01-2004,69000,30-05-2008,0.727158949,1590,63.97733535,10.59538395,11.14186178,48,0,0,0,0,1,0,0,3.871201011,1615,1,5658,2,2255,1,954,1,1342,1,337,1,19459,6,4863,2,0,0,0,1,0,0,0,0,0
1821,152500,24-10-2006,141000,04-06-2010,-0.075409836,1319,58.47790792,11.93491988,11.85651517,79,0,0,1,0,0,0,0,4.369447852,23780,8,25267,8,25133,8,28673,9,26942,9,18646,6,5598,2,14082,5,0,1,0,0,0,0,0,0,0
1822,169950,13-10-2006,146500,10-09-2010,-0.137981759,1428,60.75653194,12.04325956,11.89478071,83,0,1,0,0,0,0,0,4.418840608,11690,4,14172,5,8125,3,18202,6,8587,3,6843,3,29668,10,7834,3,0,1,0,0,0,0,0,0,0
1823,104950,18-03-2005,69000,29-06-2009,-0.342544069,1564,63.47266591,11.56123933,11.14186178,82,0,1,0,0,0,0,0,4.406719247,12096,4,11223,4,8778,3,18943,6,10662,4,18030,6,10331,4,12153,4,0,0,1,0,0,0,0,0,0
1824,42000,29-09-2010,48000,28-04-2011,0.142857143,211,23.7208411,10.6454249,10.77895629,69,0,0,1,0,0,0,0,4.234106505,10890,4,12148,4,7140,3,13803,5,9824,3,9907,4,24008,8,8499,3,0,0,0,1,0,0,0,0,0
1825,44500,24-08-2001,75000,29-07-2009,0.685393258,2896,85.22337441,10.70324447,11.22524339,71,0,0,1,0,0,0,0,4.262679877,5232,2,6316,2,6550,2,3682,2,5953,2,8255,3,19342,6,1837,1,0,0,0,0,1,0,0,0,0
1826,243000,12-06-2006,355000,17-02-2011,0.46090535,1711,66.26980511,12.40081672,12.77987307,71,0,0,1,0,0,0,0,4.262679877,15706,5,11733,4,16553,6,22231,7,22398,7,14599,5,9321,3,8426,3,0,0,0,0,0,0,1,0,0
1827,94500,16-02-2004,115000,22-02-2008,0.216931217,1467,61.54908289,11.45635511,11.65268741,63,0,0,0,1,0,0,0,4.143134726,16153,5,14365,5,14549,5,14630,5,15877,5,11376,4,30349,10,10865,4,0,0,0,0,1,0,0,0,0
1828,108000,08-08-2003,168000,03-09-2010,0.555555556,2583,80.70097019,11.58988651,12.03171926,56,0,0,0,1,0,0,0,4.025351691,31811,10,28160,9,28047,9,26965,9,23893,8,32347,10,31634,10,31177,10,0,0,0,0,1,0,0,0,0
1829,149950,17-04-2008,150000,25-10-2010,0.000333444,921,49.15879239,11.91805718,11.91839057,82,0,1,0,0,0,0,0,4.406719247,3987,2,4041,2,3736,2,2952,1,3342,2,12486,4,3962,2,27322,9,0,1,0,0,0,0,0,0,0
1830,100000,21-03-2005,125000,13-08-2010,0.25,1971,70.91830258,11.51292546,11.73606902,67,0,0,0,1,0,0,0,4.204692619,19180,6,21275,7,19499,6,27037,9,10428,4,22780,7,29029,9,3654,2,0,0,1,0,0,0,0,0,0
1831,120000,31-01-2006,125000,01-10-2010,0.041666667,1704,66.13959561,11.69524702,11.73606902,47,0,0,0,0,1,0,0,3.850147602,19969,7,26771,9,24483,8,20614,7,28392,9,32720,10,3233,1,3580,2,0,0,0,0,1,0,0,0,0
1832,10000,30-08-2000,43000,19-01-2012,3.3,4159,101.2257642,9.210340372,10.66895539,34,0,0,0,0,0,1,0,3.526360525,1565,1,2565,1,2820,1,404,1,5068,2,4407,2,16999,6,708,1,0,0,1,0,0,0,0,0,0
1833,58950,11-05-2001,138000,14-08-2009,1.340966921,3017,86.90108559,10.98444491,11.83500896,71,0,0,1,0,0,0,0,4.262679877,22109,7,20412,7,19655,6,19091,6,15615,5,17251,6,31581,10,17322,6,0,0,0,1,0,0,0,0,0
1834,146000,31-05-2002,140000,10-09-2010,-0.04109589,3024,86.99703134,11.8913619,11.8493977,86,0,1,0,0,0,0,0,4.454347296,4965,2,4614,2,7399,3,5943,2,9839,3,1341,1,6781,3,8165,3,0,0,0,0,0,0,1,0,0
1835,44000,20-02-1998,94500,17-07-2009,1.147727273,4165,101.2950342,10.69194491,11.45635511,60,0,0,0,1,0,0,0,4.094344562,14310,5,13594,5,8210,3,31517,10,12897,4,31312,10,2609,1,28765,9,0,0,1,0,0,0,0,0,0
1836,84000,26-05-2006,93000,30-01-2009,0.107142857,980,50.66073124,11.33857208,11.44035477,50,0,0,0,0,1,0,0,3.912023005,24020,8,25863,8,22548,7,18211,6,15081,5,21939,7,32467,10,12803,4,0,0,0,0,1,0,0,0,0
1837,68000,07-04-1995,249950,24-10-2008,2.675735294,4949,109.9262292,11.12726298,12.42901618,56,0,0,0,1,0,0,0,4.025351691,28027,9,27902,9,22386,7,32545,10,27453,9,17489,6,32810,10,11095,4,0,0,0,1,0,0,0,0,0
1838,122000,29-08-2003,150000,20-06-2011,0.229508197,2852,84.60401438,11.71177632,11.91839057,37,0,0,0,0,0,1,0,3.610917913,29644,10,27420,9,27066,9,28087,9,25031,8,30513,10,32053,10,11727,4,0,0,1,0,0,0,0,0,0
1839,120000,22-07-2005,135000,04-06-2010,0.125,1778,67.50193599,11.69524702,11.81303006,53,0,0,0,0,1,0,0,3.970291914,19261,6,20715,7,21595,7,16727,6,25761,8,9313,3,26688,9,4633,2,0,0,1,0,0,0,0,0,0
1840,295000,29-11-1996,800000,11-01-2012,1.711864407,5521,115.7692676,12.59473064,13.59236701,44,0,0,0,0,1,0,0,3.784189634,32453,10,32133,10,29919,10,32281,10,32491,10,22671,7,30757,10,22453,7,0,0,0,0,0,0,0,1,0
1841,238000,10-06-2005,275000,02-08-2011,0.155462185,2244,75.4579489,12.38002595,12.52452638,55,0,0,0,1,0,0,0,4.007333185,4983,2,5871,2,5756,2,3302,2,3833,2,1761,1,19928,7,19727,7,0,0,0,0,0,0,0,0,1
1842,77000,10-08-2000,148000,20-03-2008,0.922077922,2779,83.56504863,11.2515607,11.90496755,50,0,0,0,0,1,0,0,3.912023005,25590,8,26863,9,28717,9,24388,8,28755,9,25929,8,3642,2,21775,7,0,0,0,0,0,1,0,0,0
1843,66000,26-04-2002,162000,06-10-2011,1.454545455,3450,92.62692835,11.09741002,11.99535161,52,0,0,0,0,1,0,0,3.951243719,27428,9,24974,8,25647,8,29740,10,15824,5,31159,10,32669,10,11803,4,0,0,1,0,0,0,0,0,0
1844,108000,08-08-2003,168000,03-09-2010,0.555555556,2583,80.70097019,11.58988651,12.03171926,56,0,0,0,1,0,0,0,4.025351691,31811,10,28160,9,28047,9,26965,9,23893,8,32347,10,31634,10,31177,10,0,0,0,0,1,0,0,0,0
1845,250000,25-11-2005,130000,19-02-2010,-0.48,1547,63.14025757,12.4292162,11.77528973,50,0,0,0,0,1,0,0,3.912023005,12096,4,11223,4,8778,3,18943,6,10662,4,18030,6,10331,4,12153,4,0,0,1,0,0,0,0,0,0
1846,100000,21-03-2005,125000,13-08-2010,0.25,1971,70.91830258,11.51292546,11.73606902,67,0,0,0,1,0,0,0,4.204692619,19180,6,21275,7,19499,6,27037,9,10428,4,22780,7,29029,9,3654,2,0,0,1,0,0,0,0,0,0
1847,47000,26-02-1999,140000,23-01-2012,1.978723404,4714,107.4211765,10.75790288,11.8493977,44,0,0,0,0,1,0,0,3.784189634,13600,5,15001,5,9416,3,25113,8,8507,3,22301,7,32586,10,3075,1,0,1,0,0,0,0,0,0,0
1848,118756,15-12-2008,121000,15-06-2010,0.018895887,547,38.12635123,11.68482625,11.70354582,76,0,0,1,0,0,0,0,4.33073334,23902,8,21294,7,25067,8,24010,8,26023,8,20224,7,8556,3,18809,6,0,0,0,0,1,0,0,0,0
1849,94950,31-05-2002,112500,28-09-2009,0.184834123,2677,82.08856152,11.46110572,11.6307085,79,0,0,1,0,0,0,0,4.369447852,23416,8,23437,8,25217,8,25489,8,22859,7,15987,5,23203,8,6139,2,0,0,1,0,0,0,0,0,0
1850,97000,09-04-2003,124950,03-03-2008,0.28814433,1790,67.71997606,11.48246626,11.73566894,70,0,0,1,0,0,0,0,4.248495242,19838,7,15451,5,17177,6,14534,5,17061,6,25836,8,27291,9,17740,6,0,0,1,0,0,0,0,0,0
1851,24000,31-10-2002,59000,25-03-2011,1.458333333,3067,87.58382119,10.08580911,10.98529272,67,0,0,0,1,0,0,0,4.204692619,13560,5,14566,5,13931,5,12054,4,15594,5,12319,4,24547,8,3780,2,0,0,1,0,0,0,0,0,0
1852,119950,31-01-2003,135000,20-08-2009,0.125468945,2393,77.81122196,11.69483027,11.81303006,68,0,0,0,1,0,0,0,4.219507705,5323,2,6543,2,5585,2,11652,4,3370,2,3820,2,20984,7,2445,1,0,0,0,1,0,0,0,0,0
1853,226500,28-09-2007,210000,17-12-2009,-0.072847682,811,46.21421789,12.33050022,12.25486281,69,0,0,1,0,0,0,0,4.234106505,26081,8,30174,10,32516,10,21802,7,23767,8,15080,5,9923,4,14831,5,0,0,0,0,0,0,1,0,0
1854,125000,16-01-2009,125000,13-04-2011,0,817,46.38015331,11.73606902,11.73606902,51,0,0,0,0,1,0,0,3.931825633,20500,7,17888,6,14868,5,8601,3,23179,8,28907,9,28540,9,27506,9,0,0,1,0,0,0,0,0,0
1855,41000,02-03-2001,87000,21-10-2011,1.12195122,3885,98.00344214,10.62132735,11.3736634,53,0,0,0,0,1,0,0,3.970291914,13475,5,13981,5,11863,4,5372,2,12925,4,22566,7,17173,6,19511,6,0,0,0,1,0,0,0,0,0
1856,78500,19-05-2006,55000,10-06-2008,-0.299363057,753,44.57505733,11.2708539,10.91508846,78,0,0,1,0,0,0,0,4.356708827,6916,3,8428,3,7187,3,2855,1,5922,2,4151,2,25897,8,16562,6,0,0,0,1,0,0,0,0,0
1857,122000,29-08-2003,150000,20-06-2011,0.229508197,2852,84.60401438,11.71177632,11.91839057,37,0,0,0,0,0,1,0,3.610917913,29644,10,27420,9,27066,9,28087,9,25031,8,30513,10,32053,10,11727,4,0,0,1,0,0,0,0,0,0
1858,115000,30-11-2006,114000,22-01-2009,-0.008695652,784,45.45924887,11.65268741,11.64395373,76,0,0,1,0,0,0,0,4.33073334,19654,6,25226,8,22489,7,26826,9,17657,6,10846,4,29729,10,1926,1,0,0,1,0,0,0,0,0,0
1859,40750,03-07-2000,110000,16-04-2010,1.699386503,3574,94.19481699,10.61521112,11.60823564,62,0,0,0,1,0,0,0,4.127134385,18912,6,13600,5,13873,5,24259,8,11505,4,28296,9,18901,6,28447,9,0,0,0,0,1,0,0,0,0
1860,45000,11-09-1998,113000,04-04-2008,1.511111111,3493,93.17399782,10.71441777,11.6351431,67,0,0,0,1,0,0,0,4.204692619,3763,2,4122,2,2971,1,5641,2,1602,1,6901,3,22005,7,10124,4,0,1,0,0,0,0,0,0,0
1861,28500,14-04-2000,81000,29-01-2010,1.842105263,3577,94.23238602,10.25765937,11.30220443,53,0,0,0,0,1,0,0,3.970291914,5038,2,6509,2,2534,1,3008,1,3013,1,9373,3,24961,8,27290,9,0,0,0,1,0,0,0,0,0
1862,25000,18-05-1995,63000,23-04-2010,1.52,5454,115.1021694,10.1266311,11.05089001,38,0,0,0,0,0,1,0,3.63758616,2886,1,3667,2,4465,2,1469,1,4570,2,4093,2,12039,4,3449,2,0,0,1,0,0,0,0,0,0
1863,46950,27-03-1997,100000,19-12-2011,1.129925453,5380,114.3602553,10.75683848,11.51292546,66,0,0,0,1,0,0,0,4.189654742,14576,5,10680,4,13615,5,9468,3,17014,6,11821,4,23051,8,22317,7,0,0,0,0,0,0,0,0,1
1864,124000,23-03-2004,111500,03-06-2011,-0.100806452,2628,81.36855694,11.72803684,11.62177987,79,0,0,1,0,0,0,0,4.369447852,24449,8,25935,8,20588,7,29924,10,23509,8,21838,7,10635,4,14534,5,0,1,0,0,0,0,0,0,0
1865,138000,01-11-2002,200000,12-08-2008,0.449275362,2111,73.28565009,11.83500896,12.20607265,57,0,0,0,1,0,0,0,4.043051268,7718,3,6849,3,13687,5,11339,4,14933,5,8314,3,2046,1,3203,1,0,0,0,0,0,0,1,0,0
1866,154995,14-07-2006,129500,25-10-2011,-0.164489177,1929,70.19064904,11.95114814,11.77143616,47,0,0,0,0,1,0,0,3.850147602,11456,4,11668,4,13081,4,13507,5,8091,3,20236,7,26166,8,1975,1,0,1,0,0,0,0,0,0,0
1867,82500,02-08-2002,133000,13-12-2011,0.612121212,3420,92.24308711,11.32055357,11.79810441,54,0,0,0,0,1,0,0,3.988984047,21729,7,24768,8,26671,9,20849,7,25506,8,31043,10,3052,1,10134,4,0,0,1,0,0,0,0,0,0
1868,60000,20-11-2001,137500,25-08-2010,1.291666667,3200,89.37140621,11.00209984,11.8313792,56,0,0,0,1,0,0,0,4.025351691,24376,8,23028,8,20013,7,27485,9,17375,6,21687,7,30183,10,12590,4,0,0,0,0,1,0,0,0,0
1869,94950,04-02-2005,67500,12-07-2011,-0.289099526,2349,77.12466531,11.46110572,11.11988288,83,0,1,0,0,0,0,0,4.418840608,2265,1,4787,2,2963,1,2128,1,1286,1,5077,2,27519,9,839,1,0,1,0,0,0,0,0,0,0
1870,138000,20-08-2004,136000,01-12-2011,-0.014492754,2659,81.82489644,11.83500896,11.82041016,48,0,0,0,0,1,0,0,3.871201011,9938,4,11462,4,18355,6,2731,1,9663,3,5190,2,14402,5,14092,5,0,0,0,0,0,0,0,1,0
1871,78000,18-02-2005,77000,14-10-2011,-0.012820513,2429,78.36793924,11.26446411,11.2515607,54,0,0,0,0,1,0,0,3.988984047,7312,3,11115,4,7380,3,9235,3,8184,3,9560,3,26666,9,361,1,0,0,0,0,1,0,0,0,0
1872,269995,07-04-2006,120000,15-07-2011,-0.555547325,1925,70.12090821,12.50615872,11.69524702,65,0,0,0,1,0,0,0,4.17438727,4478,2,8840,3,9295,3,7716,3,2912,1,515,1,15651,5,1211,1,0,0,1,0,0,0,0,0,0
1873,43950,23-03-2000,117700,17-09-2010,1.678043231,3830,97.34210292,10.6908079,11.67589429,58,0,0,0,1,0,0,0,4.060443011,6684,3,10838,4,11721,4,5703,2,9862,4,2817,1,25141,8,250,1,0,1,0,0,0,0,0,0,0
1874,145000,28-05-2004,130500,06-11-2009,-0.1,1988,71.21046711,11.88448902,11.77912851,26,0,0,0,0,0,1,0,3.258096538,11576,4,14661,5,12799,4,7541,3,11938,4,25324,8,7307,3,5429,2,0,0,0,1,0,0,0,0,0
1875,39000,27-02-1998,115000,15-02-2011,1.948717949,4736,107.6584882,10.57131693,11.65268741,48,0,0,0,0,1,0,0,3.871201011,19249,6,16315,5,14529,5,17237,6,12271,4,25767,8,27373,9,22007,7,0,0,0,0,1,0,0,0,0
1876,85000,15-07-2004,85000,13-05-2011,0,2493,79.3468578,11.35040654,11.35040654,76,0,0,1,0,0,0,0,4.33073334,1305,1,3291,2,1906,1,2372,1,469,1,5592,2,31585,10,177,1,0,1,0,0,0,0,0,0,0
1877,55500,20-10-2000,116500,30-06-2010,1.099099099,3540,93.76784921,10.9241383,11.66564655,76,0,0,1,0,0,0,0,4.33073334,17666,6,17728,6,14032,5,11972,4,18949,6,16465,6,25770,8,13784,5,0,0,0,0,1,0,0,0,0
1878,88100,09-12-2004,87500,20-10-2009,-0.006810443,1776,67.46551947,11.38622781,11.37939407,22,0,0,0,0,0,1,0,3.091042453,10597,4,11060,4,13430,5,5800,2,16162,5,9718,3,28752,9,2423,1,0,0,1,0,0,0,0,0,0
1879,58500,26-10-1999,126000,21-08-2009,1.153846154,3587,94.35749444,10.97678203,11.74403719,77,0,0,1,0,0,0,0,4.343805422,3315,2,2710,1,5311,2,1196,1,10466,4,1290,1,6995,3,22885,7,0,0,0,0,0,0,0,1,0
1880,37500,12-04-2001,101000,23-04-2009,1.693333333,2933,85.74031142,10.53209621,11.5228758,51,0,0,0,0,1,0,0,3.931825633,7747,3,8615,3,6317,2,18623,6,3228,1,8958,3,26497,9,4062,2,0,1,0,0,0,0,0,0,0
1881,115000,01-09-2006,105000,21-10-2011,-0.086956522,1876,69.26020668,11.65268741,11.56171563,79,0,0,1,0,0,0,0,4.369447852,8429,3,8530,3,10274,4,8854,3,10734,4,9303,3,20098,7,1676,1,0,0,0,0,0,0,0,1,0
1882,44995,08-05-2006,52200,27-06-2008,0.160128903,781,45.37450964,10.71430665,10.86283777,66,0,0,0,1,0,0,0,4.189654742,850,1,1265,1,1524,1,58,1,878,1,8945,3,10206,4,9734,3,0,0,0,1,0,0,0,0,0
1883,116000,04-08-2004,105000,01-07-2011,-0.094827586,2522,79.78599927,11.66134547,11.56171563,74,0,0,1,0,0,0,0,4.304065093,24438,8,23424,8,27436,9,12163,4,19919,7,27135,9,12480,4,29710,10,0,0,1,0,0,0,0,0,0
1884,153000,29-04-2005,132500,19-01-2009,-0.133986928,1361,59.36743138,11.9381932,11.79433792,75,0,0,1,0,0,0,0,4.317488114,25782,8,23560,8,24760,8,29489,9,22220,7,12249,4,27687,9,14871,5,0,1,0,0,0,0,0,0,0
1885,62000,13-04-2004,105000,02-12-2009,0.693548387,2059,72.41645443,11.03488966,11.56171563,70,0,0,1,0,0,0,0,4.248495242,3109,1,5554,2,5184,2,7211,3,633,1,2156,1,17271,6,2525,1,0,1,0,0,0,0,0,0,0
1886,79950,23-04-2004,58000,14-08-2009,-0.274546592,1939,70.36466314,11.28915672,10.96819829,38,0,0,0,0,0,1,0,3.63758616,5731,2,11729,4,12353,4,2088,1,7813,3,3667,2,24950,8,190,1,0,0,0,1,0,0,0,0,0
1887,76000,24-10-2003,141000,23-05-2008,0.855263158,1673,65.55948245,11.23848862,11.85651517,77,0,0,1,0,0,0,0,4.343805422,20422,7,20452,7,22077,7,12282,4,16323,5,27649,9,31537,10,6908,3,0,1,0,0,0,0,0,0,0
1888,111500,31-10-2003,130000,02-07-2009,0.165919283,2071,72.61807168,11.62177987,11.77528973,64,0,0,0,1,0,0,0,4.158883083,30612,10,29108,9,24747,8,24678,8,24438,8,32472,10,22344,7,32551,10,0,0,0,1,0,0,0,0,0
1889,120000,02-08-2004,120000,26-08-2008,0,1485,61.91107011,11.69524702,11.69524702,68,0,0,0,1,0,0,0,4.219507705,16591,6,14258,5,18302,6,13177,5,19244,6,8570,3,15034,5,19098,6,0,0,0,0,1,0,0,0,0
1890,84995,10-03-2000,113750,01-12-2011,0.338314018,4283,102.6466387,11.35034771,11.64175834,83,0,1,0,0,0,0,0,4.418840608,10848,4,9670,3,10237,4,27175,9,2255,1,10754,4,30302,10,12248,4,0,1,0,0,0,0,0,0,0
